Page URL,Link URL,Discovered
https://voiceover-captions-ai.com/fr/mentions-legales,https://www.netlify.com,08 Dec 2025 (15:10 UTC)
https://voiceover-captions-ai.com/fr/mentions-legales.html,https://www.netlify.com,08 Dec 2025 (15:10 UTC)
https://voiceover-captions-ai.com/legal-notice,https://www.netlify.com,08 Dec 2025 (15:10 UTC)
https://voiceover-captions-ai.com/legal-notice.html,https://www.netlify.com,08 Dec 2025 (15:10 UTC)
